,cum_rewards
1123,-307.80194964044455
1124,-307.0647643735499
1125,-306.71394201967445
1126,-307.88765150862974
1127,-306.70525215051754
1128,-306.6554176555804
1129,-307.66753276494217
1130,-306.63399045463353
1131,-307.22547371804086
1132,-306.9811128634201
1133,-307.23933878304285
1134,-307.4302657824856
1135,-307.16774378409394
1136,-307.41249511377424
1137,-308.17896931924133
1138,-306.44071622507937
1139,-306.7219829873331
1140,-306.99519367418304
1141,-307.63363792722527
1142,-307.6526975238743
1143,-307.4443793832054
1144,-307.56755894144135
1145,-307.21338717505574
1146,-306.44694502903417
1147,-306.9888296584456
1148,-308.28114477312886
1149,-306.4926111589858
1150,-307.36434614306137
1151,-307.4282043822509
1152,-306.4126004417182
1153,-307.7928827300713
1154,-306.8245773981291
1155,-307.17619923042787
1156,-306.9392672869257
1157,-307.4029568670719
1158,-307.66873601514993
1159,-306.55246871633585
1160,-307.0672635207478
1161,-306.6241661838436
1162,-307.78419268570207
1163,-308.1586112214154
1164,-307.2495820530357
1165,-307.1391320942484
1166,-306.9825499327128
1167,-306.5009826142249
1168,-307.5245931070537
1169,-307.72440480809456
1170,-306.48481982063373
1171,-308.0646688577993
1172,-307.15748722074744
1173,-307.362644469029
1174,-307.28633132155284
1175,-306.9169723340117
1176,-307.1143509592537
1177,-307.23035382556424
1178,-307.68881955731035
1179,-308.0461153867708
1180,-308.64098574494614
1181,-308.0745523097409
1182,-306.951648082229
1183,-307.5131572747103
1184,-306.72937585188936
1185,-308.1592863060972
1186,-307.5701912117279
1187,-306.944083316633
1188,-307.00853548520894
1189,-308.0764710735135
1190,-306.6099118879711
1191,-307.7364977531768
1192,-306.9744821729958
1193,-307.6680995200172
1194,-307.5484611312074
1195,-307.44768144232864
1196,-306.90963594984436
1197,-306.8013287440511
1198,-307.0736374179181
1199,-306.31110712126076
1200,-306.517906190796
1201,-307.4123671969263
1202,-307.33329782682097
1203,-307.8004028961416
1204,-307.00296869726367
1205,-307.6405018158083
1206,-307.4892782404436
1207,-306.5172495099051
1208,-307.77624683412876
1209,-307.0938482894272
1210,-307.22760877189774
1211,-307.08818969310266
1212,-307.87804042516996
1213,-306.7220787450249
1214,-306.8913029877176
1215,-307.4402742366064
1216,-306.8523598990204
1217,-307.19084089675806
1218,-306.708588185033
1219,-307.51541403504933
1220,-307.1112814537306
1221,-307.144595753436
1222,-307.73115538255536
1223,-307.2180623764421
1224,-307.3118016547594
1225,-307.6636517462016
1226,-306.1022964458338
1227,-306.83169743632277
1228,-307.46086357132833
1229,-307.6496635380132
1230,-306.4902972505866
1231,-306.7162038433048
1232,-307.47719905862505
1233,-307.624847640182
1234,-307.78170395250623
1235,-307.43578769450244
1236,-306.71964098726073
1237,-307.4503369174349
1238,-307.04120556209125
1239,-307.03227152795114
1240,-307.15016903195203
1241,-307.9580716774905
1242,-306.58119549212375
1243,-307.85013618914803
1244,-307.19894353979055
1245,-307.81888059971806
1246,-308.0622819355074
1247,-307.86059673763697
1248,-306.9557223685468
1249,-307.5447863601101
1250,-307.57006473959626
